item_id,language,form,form_type,item_kind,category,item,item_definition,english_gloss,uni_lemma
item_348,French (French),WS,WS,word,outside,12.348 bonhomme de neige,bonhomme de neige,snowman,snowman
item_349,French (French),WS,WS,word,outside,12.349 arrosoir,arrosoir,watering can,watering can
item_350,French (French),WS,WS,word,outside,12.350 bâton,bâton,stick (object),stick (object)
item_351,French (French),WS,WS,word,outside,12.351 pierre,pierre,stone,stone
item_352,French (French),WS,WS,word,outside,12.352 rue,rue,road,road
item_353,French (French),WS,WS,word,outside,12.353 vent,vent,wind,wind
item_354,French (French),WS,WS,word,quantifiers,13.354 tous/tout,tous/tout,all,all
item_355,French (French),WS,WS,word,quantifiers,13.355 un autre,un autre,another,another
item_356,French (French),WS,WS,word,quantifiers,13.356 encore,encore,again,again
item_357,French (French),WS,WS,word,quantifiers,13.357 aucun,aucun,none,none
item_358,French (French),WS,WS,word,quantifiers,13.358 aucune,aucune,none,none
item_359,French (French),WS,WS,word,quantifiers,13.359 pas,pas,not,not
item_360,French (French),WS,WS,word,quantifiers,13.360 le même,le même,same,same
item_361,French (French),WS,WS,word,quantifiers,13.361 la même,la même,same,same
item_362,French (French),WS,WS,word,quantifiers,13.362 un peu,un peu,little (amount),little (amount)
item_363,French (French),WS,WS,word,quantifiers,13.363 un,un,one,one
item_364,French (French),WS,WS,word,quantifiers,13.364 une,une,one,one
item_365,French (French),WS,WS,word,quantifiers,13.365 plein/beaucoup,plein/beaucoup,a lot,a lot
item_366,French (French),WS,WS,word,quantifiers,13.366 du,du,some,some
item_367,French (French),WS,WS,word,quantifiers,13.367 de la,de la,some,some
item_368,French (French),WS,WS,word,quantifiers,13.368 des,des,some,some
item_369,French (French),WS,WS,word,quantifiers,13.369 chaque,chaque,each/every,every
item_370,French (French),WS,WS,word,quantifiers,13.370 autre,autre,other,other
item_371,French (French),WS,WS,word,quantifiers,13.371 le,le,the,the
item_372,French (French),WS,WS,word,quantifiers,13.372 la,la,the,the
item_373,French (French),WS,WS,word,quantifiers,13.373 les,les,the,the
item_374,French (French),WS,WS,word,quantifiers,13.374 aussi,aussi,also,also
item_375,French (French),WS,WS,word,pronouns,14.375 à elle/sa,à elle/sa,hers,3SG.POSS
item_376,French (French),WS,WS,word,pronouns,14.376 à lui/son,à lui/son,his,3SG.POSS
item_377,French (French),WS,WS,word,pronouns,14.377 je,je,i,1SG
item_378,French (French),WS,WS,word,pronouns,14.378 ça,ça,that,that
item_379,French (French),WS,WS,word,pronouns,14.379 moi,moi,me,1SG
item_380,French (French),WS,WS,word,pronouns,14.380 à moi,à moi,mine,1SG.POSS
item_381,French (French),WS,WS,word,pronouns,14.381 ma,ma,my,1SG.POSS
item_382,French (French),WS,WS,word,pronouns,14.382 mon,mon,my,1SG.POSS
item_383,French (French),WS,WS,word,pronouns,14.383 mes,mes,my,1SG.POSS
item_384,French (French),WS,WS,word,pronouns,14.384a tu,tu,you,2SG
item_385,French (French),WS,WS,word,pronouns,14.384b vous (2sg.subj),vous (2sg.subj),you,2SG
item_386,French (French),WS,WS,word,pronouns,14.384c vous (2pl.subj),vous (2pl.subj),you,2PL
item_387,French (French),WS,WS,word,pronouns,14.384d vous (2sg.obj),vous (2sg.obj),you,2SG
item_388,French (French),WS,WS,word,pronouns,14.384e vous (2pl.obj),vous (2pl.obj),you,2PL
item_389,French (French),WS,WS,word,pronouns,14.384f à vous,à vous,to you,2PL
item_390,French (French),WS,WS,word,pronouns,14.385 votre,votre,your,2PL.POSS
item_391,French (French),WS,WS,word,pronouns,14.386 ta,ta,your,2SG.POSS
item_392,French (French),WS,WS,word,pronouns,14.387 ton,ton,your,2SG.POSS
item_393,French (French),WS,WS,word,pronouns,14.388 il,il,he,3SG
item_394,French (French),WS,WS,word,pronouns,14.389 ses,ses,his,3SG.POSS
item_395,French (French),WS,WS,word,pronouns,14.390a lui (topic),lui (topic),him,3SG
item_396,French (French),WS,WS,word,pronouns,14.390b lui (obj),lui (obj),him,3SG
item_397,French (French),WS,WS,word,pronouns,14.391 moi-même,moi-même,myself,1SG.REFL
item_398,French (French),WS,WS,word,pronouns,14.392 notre,notre,our,1PL.POSS
item_399,French (French),WS,WS,word,pronouns,14.393 le,le,it,3SG
item_400,French (French),WS,WS,word,pronouns,14.394 elle,elle,she,3SG
item_401,French (French),WS,WS,word,pronouns,14.395 elles,elles,them,3PL
item_402,French (French),WS,WS,word,pronouns,14.396 leur,leur,their,3PL.POSS
item_403,French (French),WS,WS,word,pronouns,14.397 eux,eux,them,3PL
item_404,French (French),WS,WS,word,pronouns,14.398 la,la,it,3SG
item_405,French (French),WS,WS,word,pronouns,14.399 ces,ces,these,these
item_406,French (French),WS,WS,word,pronouns,14.400 ils,ils,them,3PL
item_407,French (French),WS,WS,word,pronouns,14.401 ceux,ceux,those,those
item_408,French (French),WS,WS,word,pronouns,14.402 nous,nous,we,1PL
item_409,French (French),WS,WS,word,pronouns,14.403 les,les,them,3PL
item_410,French (French),WS,WS,word,pronouns,14.404 on,on,they,1PL
item_411,French (French),WS,WS,word,pronouns,14.405 toi-même,toi-même,yourself,2SG.REFL
item_412,French (French),WS,WS,word,pronouns,14.406 en,en,it,
item_413,French (French),WS,WS,word,pronouns,14.407 en,en,it,
item_414,French (French),WS,WS,word,pronouns,14.408 y,y,it,
item_415,French (French),WS,WS,word,people,15.409 tante,tante,aunt,aunt
item_416,French (French),WS,WS,word,people,15.410 bébé,bébé,baby,baby
item_417,French (French),WS,WS,word,people,15.411 nounou,nounou,babysitter,babysitter
item_418,French (French),WS,WS,word,people,15.412 nom de la nounou,nom de la nounou,babysitter's name,babysitter's name
item_419,French (French),WS,WS,word,people,15.413 garçon,garçon,boy,boy
item_420,French (French),WS,WS,word,people,15.414 frère,frère,brother,brother
item_421,French (French),WS,WS,word,people,15.415 enfant,enfant,child,child
item_422,French (French),WS,WS,word,people,15.416 papa,papa,daddy,daddy
item_423,French (French),WS,WS,word,people,15.417 fille,fille,girl,girl
item_424,French (French),WS,WS,word,people,15.418 grand-mère,grand-mère,grandma,grandma
item_425,French (French),WS,WS,word,people,15.419 grand-père,grand-père,grandpa,grandpa
item_426,French (French),WS,WS,word,people,15.420 dame,dame,lady,lady
item_427,French (French),WS,WS,word,people,15.421 maman,maman,mommy,mommy
item_428,French (French),WS,WS,word,people,15.422 nom de l'enfant,nom de l'enfant,child's own name,child's own name
item_429,French (French),WS,WS,word,people,15.423 gens,gens,people,people
item_430,French (French),WS,WS,word,people,15.424 personne,personne,person,person
item_431,French (French),WS,WS,word,people,15.425 soeur,soeur,sister,sister
item_432,French (French),WS,WS,word,people,15.426 maître,maître,teacher,teacher
item_433,French (French),WS,WS,word,people,15.427 oncle,oncle,uncle,uncle
item_434,French (French),WS,WS,word,people,15.428 monsieur,monsieur,man,man
item_435,French (French),WS,WS,word,people,15.429 clown,clown,clown,clown
item_436,French (French),WS,WS,word,people,15.430 docteur,docteur,doctor,doctor
item_437,French (French),WS,WS,word,people,15.431 pompier,pompier,firefighter,firefighter
item_438,French (French),WS,WS,word,people,15.432 copain,copain,friend,friend
item_439,French (French),WS,WS,word,people,15.433 facteur,facteur,mailman,mailman
item_440,French (French),WS,WS,word,people,15.434 infirmière,infirmière,nurse,nurse
item_441,French (French),WS,WS,word,people,15.435 police,police,police,police
item_442,French (French),WS,WS,word,people,15.436 nom de l'animal domestique,nom de l'animal domestique,pet's name,pet's name
item_443,French (French),WS,WS,word,time_words,16.437 jour,jour,day,day
item_444,French (French),WS,WS,word,time_words,16.438 après,après,after,after
item_445,French (French),WS,WS,word,time_words,16.439 matin,matin,morning,morning
item_446,French (French),WS,WS,word,time_words,16.440 nuit,nuit,night,night
item_447,French (French),WS,WS,word,time_words,16.441 maintenant,maintenant,now,now
item_448,French (French),WS,WS,word,time_words,16.442 aujourd'hui,aujourd'hui,today,today
item_449,French (French),WS,WS,word,time_words,16.443 demain,demain,tomorrow,tomorrow
item_450,French (French),WS,WS,word,time_words,16.444 ce soir,ce soir,tonight,tonight
item_451,French (French),WS,WS,word,time_words,16.445 avant,avant,before,before
item_452,French (French),WS,WS,word,time_words,16.446 heure,heure,time,time
item_453,French (French),WS,WS,word,time_words,16.447 hier,hier,yesterday,yesterday
item_454,French (French),WS,WS,word,connecting_words,17.448a et,et,and,and
item_455,French (French),WS,WS,word,connecting_words,17.448b et puis,et puis,and then,
item_456,French (French),WS,WS,word,connecting_words,17.449 parce que,parce que,because,because
item_457,French (French),WS,WS,word,connecting_words,17.450 mais,mais,but,but
item_458,French (French),WS,WS,word,connecting_words,17.451 si,si,if,if
item_459,French (French),WS,WS,word,connecting_words,17.452 donc,donc,so,so
item_460,French (French),WS,WS,word,connecting_words,17.453 alors,alors,so,so
item_461,French (French),WS,WS,word,helping_verbs,18.455 suis,suis,am,am
item_462,French (French),WS,WS,word,helping_verbs,18.456 sont,sont,are,are
item_463,French (French),WS,WS,word,helping_verbs,18.457 être,être,to be,be
item_464,French (French),WS,WS,word,helping_verbs,18.458 est,est,is,is
item_465,French (French),WS,WS,word,helping_verbs,18.459 peux,peux,can,can
item_466,French (French),WS,WS,word,helping_verbs,18.460 pouvait,pouvait,can,can
item_467,French (French),WS,WS,word,helping_verbs,18.461 peuvent,peuvent,can,can
item_468,French (French),WS,WS,word,helping_verbs,18.462 a(s) fait,a(s) fait,did,do
item_469,French (French),WS,WS,word,helping_verbs,18.463 faire,faire,do,do
item_470,French (French),WS,WS,word,helping_verbs,18.464 fait,fait,do,do
item_471,French (French),WS,WS,word,helping_verbs,18.465 ne pas,ne pas,not,not
item_472,French (French),WS,WS,word,helping_verbs,18.466 devoir faire,devoir faire,have to do,need
item_473,French (French),WS,WS,word,helping_verbs,18.467 va,va,go,go
item_474,French (French),WS,WS,word,helping_verbs,18.468 avoir à faire,avoir à faire,have to do,
item_475,French (French),WS,WS,word,helping_verbs,18.469 laisse-moi,laisse-moi,let me,allow
item_476,French (French),WS,WS,word,helping_verbs,18.470 vont,vont,go,go
item_477,French (French),WS,WS,word,helping_verbs,18.471 avoir besoin de,avoir besoin de,I need,0
item_478,French (French),WS,WS,word,helping_verbs,18.472 essayer de,essayer de,try to,try
item_479,French (French),WS,WS,word,helping_verbs,18.473 vouloir,vouloir,want,want
item_480,French (French),WS,WS,word,helping_verbs,18.474 était,était,was,was
item_481,French (French),WS,WS,word,household,19.475 couverture,couverture,blanket,blanket
item_482,French (French),WS,WS,word,household,19.476 bouteille,bouteille,bottle,bottle
item_483,French (French),WS,WS,word,household,19.477 bol,bol,bowl,bowl
item_484,French (French),WS,WS,word,household,19.478 boite,boite,box,box
item_485,French (French),WS,WS,word,household,19.479 balai,balai,broom,broom
item_486,French (French),WS,WS,word,household,19.480 brosse,brosse,brush (object),brush (object)
item_487,French (French),WS,WS,word,household,19.481 horloge,horloge,clock,clock
item_488,French (French),WS,WS,word,household,19.482 peigne,peigne,comb (object),comb (object)
item_489,French (French),WS,WS,word,household,19.483 tasse,tasse,cup,cup
item_490,French (French),WS,WS,word,household,19.484 plat,plat,dish,dish
item_491,French (French),WS,WS,word,household,19.485 fourchette,fourchette,fork,fork
item_492,French (French),WS,WS,word,household,19.486 verre,verre,glass,glass
item_493,French (French),WS,WS,word,household,19.487 lunettes,lunettes,glasses,glasses
item_494,French (French),WS,WS,word,household,19.488 marteau,marteau,hammer,hammer
item_495,French (French),WS,WS,word,household,19.489 clefs,clefs,keys,key
item_496,French (French),WS,WS,word,household,19.490 lampe,lampe,lamp,lamp
item_497,French (French),WS,WS,word,household,19.491 lumière,lumière,light,light (object)
item_498,French (French),WS,WS,word,household,19.492 médicaments,médicaments,medicine,medicine
item_499,French (French),WS,WS,word,household,19.493 argent,argent,money,money
item_500,French (French),WS,WS,word,household,19.494 papier,papier,paper,paper
item_501,French (French),WS,WS,word,household,19.495 sous/pièce,sous/pièce,coin,coin
item_502,French (French),WS,WS,word,household,19.496 photo,photo,photos,photo
item_503,French (French),WS,WS,word,household,19.497 oreiller,oreiller,pillow,pillow
item_504,French (French),WS,WS,word,household,19.498 plante,plante,plant,plant
item_505,French (French),WS,WS,word,household,19.499 assiette,assiette,plate,plate
item_506,French (French),WS,WS,word,household,19.500 porte-monnaie,porte-monnaie,coat hanger,coat hanger
item_507,French (French),WS,WS,word,household,19.501 radio,radio,radio,radio
item_508,French (French),WS,WS,word,household,19.502 ciseaux,ciseaux,scissors,scissors
item_509,French (French),WS,WS,word,household,19.503 savon,savon,soap,soap
item_510,French (French),WS,WS,word,household,19.504 cuillère,cuillère,spoon,spoon
item_511,French (French),WS,WS,word,household,19.505 téléphone,téléphone,telephone,telephone
item_512,French (French),WS,WS,word,household,19.506 brosse à dent,brosse à dent,toothbrush,toothbrush
item_513,French (French),WS,WS,word,household,19.507 serviette,serviette,towel,towel
item_514,French (French),WS,WS,word,household,19.508 poubelle,poubelle,trash can,trash
item_515,French (French),WS,WS,word,household,19.509 aspirateur,aspirateur,vacuum,vacuum
item_516,French (French),WS,WS,word,household,19.510 montre,montre,watch (object),watch (object)
item_517,French (French),WS,WS,word,household,19.511 feuille,feuille,paper,paper
item_518,French (French),WS,WS,word,household,19.512 musique,musique,music,music
item_519,French (French),WS,WS,word,household,19.513 sirop,sirop,syrop,syrup
item_520,French (French),WS,WS,word,household,19.514 biberon,biberon,bottle,bottle
item_521,French (French),WS,WS,word,household,19.515 télécommande,télécommande,remote control,remote control
item_522,French (French),WS,WS,word,household,19.516 sucette,sucette,pacifier,pacifier
item_523,French (French),WS,WS,word,household,19.517 panier,panier,basket,basket
item_524,French (French),WS,WS,word,household,19.518 seau,seau,bucket,bucket
item_525,French (French),WS,WS,word,household,19.519 appareil photo,appareil photo,camera,camera
item_526,French (French),WS,WS,word,household,19.520 ordure,ordure,garbage,garbage
item_527,French (French),WS,WS,word,household,19.521 pot,pot,jar,jar
item_528,French (French),WS,WS,word,household,19.522 couteau,couteau,knife,knife
item_529,French (French),WS,WS,word,household,19.523 serpillière,serpillière,mop,mop
item_530,French (French),WS,WS,word,household,19.524 clou,clou,nail (object),nail (object)
item_531,French (French),WS,WS,word,household,19.525 serviette de table,serviette de table,napkin,napkin
item_532,French (French),WS,WS,word,household,19.526 cassette,cassette,cassette,tape (object)
item_533,French (French),WS,WS,word,household,19.527 mouchoir,mouchoir,tissue,tissue
item_534,French (French),WS,WS,word,household,19.528 plateau,plateau,tray,tray
item_535,French (French),WS,WS,word,household,19.529 coussin,coussin,cushion,cushion
item_536,French (French),WS,WS,word,descriptive_words,20.530 parti,parti,all gone,all gone
item_537,French (French),WS,WS,word,descriptive_words,20.531 endormi,endormi,asleep,asleep
item_538,French (French),WS,WS,word,descriptive_words,20.532 pas bon,pas bon,not good,bad
item_539,French (French),WS,WS,word,descriptive_words,20.533 grand,grand,big,big
item_540,French (French),WS,WS,word,descriptive_words,20.534 bleu,bleu,blue,blue
item_541,French (French),WS,WS,word,descriptive_words,20.535 cassé,cassé,broken,broken
item_542,French (French),WS,WS,word,descriptive_words,20.536 attention,attention,watch out,watch out
item_543,French (French),WS,WS,word,descriptive_words,20.537 propre,propre,clean (description),clean (description)
item_544,French (French),WS,WS,word,descriptive_words,20.538 sèche,sèche,dry,dry
item_545,French (French),WS,WS,word,descriptive_words,20.539 froid,froid,cold,cold
item_546,French (French),WS,WS,word,descriptive_words,20.540 mignon,mignon,cute,cute
item_547,French (French),WS,WS,word,descriptive_words,20.541 sombre,sombre,dark,dark
item_548,French (French),WS,WS,word,descriptive_words,20.542 sale,sale,dirty,dirty
item_549,French (French),WS,WS,word,descriptive_words,20.543 sec,sec,dry,dry
item_550,French (French),WS,WS,word,descriptive_words,20.544 froide,froide,cold,cold
item_551,French (French),WS,WS,word,descriptive_words,20.545 vide,vide,empty,empty
item_552,French (French),WS,WS,word,descriptive_words,20.546 vite,vite,fast,fast
item_553,French (French),WS,WS,word,descriptive_words,20.547 bien,bien,good,good
item_554,French (French),WS,WS,word,descriptive_words,20.548 doux,doux,soft,soft
item_555,French (French),WS,WS,word,descriptive_words,20.549 bon,bon,good,good
item_556,French (French),WS,WS,word,descriptive_words,20.550 content,content,happy,happy
item_557,French (French),WS,WS,word,descriptive_words,20.551 dur,dur,hard,hard
item_558,French (French),WS,WS,word,descriptive_words,20.552 chaud,chaud,hot,hot
item_559,French (French),WS,WS,word,descriptive_words,20.553 mignonne,mignonne,cute,cute
item_560,French (French),WS,WS,word,descriptive_words,20.554 avoir faim,avoir faim,hungry,hungry
item_561,French (French),WS,WS,word,descriptive_words,20.555 bonne,bonne,good,good
item_562,French (French),WS,WS,word,descriptive_words,20.556 blessé,blessé,hurt (description),hurt (description)
item_563,French (French),WS,WS,word,descriptive_words,20.557 petit,petit,small,small
item_564,French (French),WS,WS,word,descriptive_words,20.558 chaude,chaude,hot,hot
item_565,French (French),WS,WS,word,descriptive_words,20.559 mignon,mignon,cute,cute
item_566,French (French),WS,WS,word,descriptive_words,20.560 douce,douce,soft,soft
item_567,French (French),WS,WS,word,descriptive_words,20.561 vilain,vilain,naughty,naughty
item_568,French (French),WS,WS,word,descriptive_words,20.562 coquine,coquine,naughty,naughty
item_569,French (French),WS,WS,word,descriptive_words,20.563 dégoûtante,dégoûtante,disgusting,disgusting
item_570,French (French),WS,WS,word,descriptive_words,20.564 bruyant,bruyant,noisy,noisy
item_571,French (French),WS,WS,word,descriptive_words,20.565 long,long,long,long
item_572,French (French),WS,WS,word,descriptive_words,20.566 derrière,derrière,behind,behind
item_573,French (French),WS,WS,word,descriptive_words,20.567 coincé,coincé,stuck,stuck
item_574,French (French),WS,WS,word,descriptive_words,20.568 verte,verte,green,green
item_575,French (French),WS,WS,word,descriptive_words,20.569 lourde,lourde,heavy,heavy
item_576,French (French),WS,WS,word,descriptive_words,20.570 vilaine,vilaine,naughty,naughty
item_577,French (French),WS,WS,word,descriptive_words,20.571 haut,haut,high,high
item_578,French (French),WS,WS,word,descriptive_words,20.572 fort,fort,strong,strong
item_579,French (French),WS,WS,word,descriptive_words,20.573 folle,folle,crazy,crazy
item_580,French (French),WS,WS,word,descriptive_words,20.574 neuve,neuve,new,new
item_581,French (French),WS,WS,word,descriptive_words,20.575 gentil,gentil,nice,nice
item_582,French (French),WS,WS,word,descriptive_words,20.576 vieille,vieille,old,old
item_583,French (French),WS,WS,word,descriptive_words,20.577 joli,joli,beautiful,pretty
item_584,French (French),WS,WS,word,descriptive_words,20.578 rouge,rouge,red,red
item_585,French (French),WS,WS,word,descriptive_words,20.579 avoir peur,avoir peur,scared,scared
item_586,French (French),WS,WS,word,descriptive_words,20.580 malade,malade,sick,sick
item_587,French (French),WS,WS,word,descriptive_words,20.581 avoir sommeil,avoir sommeil,sleepy,sleepy
item_588,French (French),WS,WS,word,descriptive_words,20.582 vieux,vieux,old,old
item_589,French (French),WS,WS,word,descriptive_words,20.583 tendre,tendre,tender,tender
item_590,French (French),WS,WS,word,descriptive_words,20.584 avoir soif,avoir soif,thirsty,thirsty
item_591,French (French),WS,WS,word,descriptive_words,20.585 fatigué,fatigué,tired,tired
item_592,French (French),WS,WS,word,descriptive_words,20.586 mouillé,mouillé,wet (description),wet (description)
item_593,French (French),WS,WS,word,descriptive_words,20.587 dégoûtant,dégoûtant,disgusting,disgusting
item_594,French (French),WS,WS,word,descriptive_words,20.588 belle,belle,pretty,pretty
item_595,French (French),WS,WS,word,descriptive_words,20.589 méchant,méchant,bad,bad
item_596,French (French),WS,WS,word,descriptive_words,20.590 gentille,gentille,nice,nice
item_597,French (French),WS,WS,word,descriptive_words,20.591 être réveillé,être réveillé,awake,awake
item_598,French (French),WS,WS,word,descriptive_words,20.592 collante,collante,sticky,sticky
item_599,French (French),WS,WS,word,descriptive_words,20.593 dernier,dernier,last,last
item_600,French (French),WS,WS,word,descriptive_words,20.594 coquin,coquin,naughty,naughty
item_601,French (French),WS,WS,word,descriptive_words,20.595 mieux,mieux,better,better
item_602,French (French),WS,WS,word,descriptive_words,20.596 noir,noir,black,black
item_603,French (French),WS,WS,word,descriptive_words,20.597 marron,marron,brown,brown
item_604,French (French),WS,WS,word,descriptive_words,20.598 première,première,first,first
item_605,French (French),WS,WS,word,descriptive_words,20.599 vert,vert,green,green
item_606,French (French),WS,WS,word,descriptive_words,20.600 beau,beau,beautiful,beautiful
item_607,French (French),WS,WS,word,descriptive_words,20.601 plein,plein,full,full
item_608,French (French),WS,WS,word,descriptive_words,20.602 bruyante,bruyante,noisy,noisy
item_609,French (French),WS,WS,word,descriptive_words,20.603 orange,orange,orange (fruit),orange (food)
item_610,French (French),WS,WS,word,descriptive_words,20.604 blanc,blanc,white,white
item_611,French (French),WS,WS,word,descriptive_words,20.605 haute,haute,high,high
item_612,French (French),WS,WS,word,descriptive_words,20.606 tranquille,tranquille,calm,calm
item_613,French (French),WS,WS,word,descriptive_words,20.607 triste,triste,sad,sad
item_614,French (French),WS,WS,word,descriptive_words,20.608 lent,lent,slow,slow
item_615,French (French),WS,WS,word,descriptive_words,20.609 venteux,venteux,windy,windy
item_616,French (French),WS,WS,word,descriptive_words,20.610 jaune,jaune,yellow,yellow
item_617,French (French),WS,WS,word,descriptive_words,20.611 minuscule,minuscule,little (description),little (description)
item_618,French (French),WS,WS,word,descriptive_words,20.612 méchante,méchante,naughty,naughty
item_619,French (French),WS,WS,word,descriptive_words,20.613 premier,premier,first,first
item_620,French (French),WS,WS,word,descriptive_words,20.614 petite,petite,small,small
item_621,French (French),WS,WS,word,descriptive_words,20.615 blanche,blanche,white,white
item_622,French (French),WS,WS,word,descriptive_words,20.616 pleine,pleine,full,full
item_623,French (French),WS,WS,word,descriptive_words,20.617 contente,contente,happy,happy
item_624,French (French),WS,WS,word,descriptive_words,20.618 neuf,neuf,new,new
item_625,French (French),WS,WS,word,descriptive_words,20.619 forte,forte,strong,strong
item_626,French (French),WS,WS,word,descriptive_words,20.620 grande,grande,big,big
item_627,French (French),WS,WS,word,descriptive_words,20.621 fou,fou,crazy,crazy
item_628,French (French),WS,WS,word,descriptive_words,20.622 lente,lente,slow,slow
item_629,French (French),WS,WS,word,action_words,21.623 mordre,mordre,bite,bite
item_630,French (French),WS,WS,word,action_words,21.624 souffler,souffler,blow,blow
item_631,French (French),WS,WS,word,action_words,21.625 casser,casser,break,break
item_632,French (French),WS,WS,word,action_words,21.626 apporter,apporter,bring,bring
item_633,French (French),WS,WS,word,action_words,21.627 se cogner,se cogner,hit/bump into,hit
item_634,French (French),WS,WS,word,action_words,21.628 nettoyer,nettoyer,clean (action),clean (action)
item_635,French (French),WS,WS,word,action_words,21.629 fermer,fermer,close,close
item_636,French (French),WS,WS,word,action_words,21.630 pleurer,pleurer,cry,cry
item_637,French (French),WS,WS,word,action_words,21.631 danser,danser,dance,dance
item_638,French (French),WS,WS,word,action_words,21.632 dessiner,dessiner,draw,draw
item_639,French (French),WS,WS,word,action_words,21.633 boire,boire,drink (action),drink (action)
item_640,French (French),WS,WS,word,action_words,21.634 conduire,conduire,drive,drive
item_641,French (French),WS,WS,word,action_words,21.635 manger,manger,eat,eat
item_642,French (French),WS,WS,word,action_words,21.636 tomber,tomber,fall,fall
item_643,French (French),WS,WS,word,action_words,21.637 se transformer,se transformer,change,change
item_644,French (French),WS,WS,word,action_words,21.638 arracher,arracher,pull/tear off,tear
item_645,French (French),WS,WS,word,action_words,21.639 donner,donner,give,give
item_646,French (French),WS,WS,word,action_words,21.640 nourrir,nourrir,feed,feed
item_647,French (French),WS,WS,word,action_words,21.641 avoir,avoir,have,have
item_648,French (French),WS,WS,word,action_words,21.642 entendre,entendre,hear,hear
item_649,French (French),WS,WS,word,action_words,21.643 cacher,cacher,hide,hide
item_650,French (French),WS,WS,word,action_words,21.644 nager,nager,swim,swim
item_651,French (French),WS,WS,word,action_words,21.645 réparer,réparer,repair/fix,fix
item_652,French (French),WS,WS,word,action_words,21.646 finir,finir,finish,finish
item_653,French (French),WS,WS,word,action_words,21.647 recevoir,recevoir,receive,
item_654,French (French),WS,WS,word,action_words,21.648 aller,aller,go,go
item_655,French (French),WS,WS,word,action_words,21.649 aider,aider,help,help
item_656,French (French),WS,WS,word,action_words,21.650 taper,taper,hit,hit
item_657,French (French),WS,WS,word,action_words,21.651 prendre dans ses bras,prendre dans ses bras,hug,hug
item_658,French (French),WS,WS,word,action_words,21.652 se dépêcher,se dépêcher,hurry up,hurry
item_659,French (French),WS,WS,word,action_words,21.653 sauter,sauter,jump,jump
item_660,French (French),WS,WS,word,action_words,21.654 donner un coup,donner un coup,kick,kick
item_661,French (French),WS,WS,word,action_words,21.655 faire un bisou,faire un bisou,kiss,kiss
item_662,French (French),WS,WS,word,action_words,21.656 courir,courir,run,run
item_663,French (French),WS,WS,word,action_words,21.657 regarder,regarder,look,look
item_664,French (French),WS,WS,word,action_words,21.658 s'en aller,s'en aller,leave,leave
item_665,French (French),WS,WS,word,action_words,21.659 laver,laver,wash,wash
item_666,French (French),WS,WS,word,action_words,21.660 se traîner,se traîner,crawl,crawl
item_667,French (French),WS,WS,word,action_words,21.661 aimer,aimer,love,love
item_668,French (French),WS,WS,word,action_words,21.662 ouvrir,ouvrir,open (action),open (action)
item_669,French (French),WS,WS,word,action_words,21.663 jouer,jouer,play,play
item_670,French (French),WS,WS,word,action_words,21.664 tirer,tirer,pull,pull
item_671,French (French),WS,WS,word,action_words,21.665 tourner,tourner,turn,turn
item_672,French (French),WS,WS,word,action_words,21.666 trouver,trouver,find,find
item_673,French (French),WS,WS,word,action_words,21.667 aller bien avec,aller bien avec,go well with,
item_674,French (French),WS,WS,word,action_words,21.668 détester,détester,hate,hate
item_675,French (French),WS,WS,word,action_words,21.669 tenir,tenir,hold,hold
item_676,French (French),WS,WS,word,action_words,21.670 couper,couper,cut,cut
item_677,French (French),WS,WS,word,action_words,21.671 frapper à la porte,frapper à la porte,knock,knock
item_678,French (French),WS,WS,word,action_words,21.672 prendre,prendre,take,take
item_679,French (French),WS,WS,word,action_words,21.673 pousser,pousser,push,push
item_680,French (French),WS,WS,word,action_words,21.674 mettre,mettre,put,put
item_681,French (French),WS,WS,word,action_words,21.675 coller,coller,glue (action),glue (action)
item_682,French (French),WS,WS,word,action_words,21.676 lire,lire,read,read
item_683,French (French),WS,WS,word,action_words,21.677 faire du vélo/de la moto,faire du vélo/de la moto,cycle,cycle
item_684,French (French),WS,WS,word,action_words,21.678 dire,dire,say,say
item_685,French (French),WS,WS,word,action_words,21.679 marcher à quatre pattes,marcher à quatre pattes,crawl,crawl
item_686,French (French),WS,WS,word,action_words,21.680 voir,voir,see,see
item_687,French (French),WS,WS,word,action_words,21.681 jeter,jeter,dump,dump
item_688,French (French),WS,WS,word,action_words,21.682 montrer,montrer,show,show
item_689,French (French),WS,WS,word,action_words,21.683 chanter,chanter,sing,sing
item_690,French (French),WS,WS,word,action_words,21.684 dormir,dormir,sleep,sleep
item_691,French (French),WS,WS,word,action_words,21.685 sourire,sourire,smile,smile
item_692,French (French),WS,WS,word,action_words,21.686 éclabousser,éclabousser,splash,splash
item_693,French (French),WS,WS,word,action_words,21.687 arrêter,arrêter,stop,stop
item_694,French (French),WS,WS,word,action_words,21.688 nager,nager,swim,swim
item_695,French (French),WS,WS,word,action_words,21.689 ramper,ramper,crawl,crawl
item_696,French (French),WS,WS,word,action_words,21.690 balancer,balancer,swing (action),swing (action)
item_697,French (French),WS,WS,word,action_words,21.691 sautiller,sautiller,hop/skip,skip
item_698,French (French),WS,WS,word,action_words,21.692 détacher,détacher,detach/untie,
item_699,French (French),WS,WS,word,action_words,21.693 se glisser,se glisser,slide (action),slide (action)
item_700,French (French),WS,WS,word,action_words,21.694 devenir,devenir,become,become
item_701,French (French),WS,WS,word,action_words,21.695 chatouiller,chatouiller,tickle,tickle
item_702,French (French),WS,WS,word,action_words,21.696 monter,monter,climb,climb
