study_id,form,study,binder_items,id_check,age_mos,sex,date filled,completedby,respname,respno,reactmd,arehngry,aretired,becarefl,bequiet,claphand,cgdiaper,comehere,mdhome,wantmore,dontdo,dontouch,getup,givemom,givehug,givekiss,goget,goodgb,holdstil,gobyebye,lookhere,openmth,sitdown,spitout,stopit,gonight,throwbll,litpiggy,wantride,imitate,label,baabaa,choochoo,cockddld,grr,meow,moo,ouch,quackqck,uhoh,vroom,woofwoof,yumyum,animal,bear,bee,bird,bug,bunny,buttrfly,cat,chicken1,cow,deer,dog,donkey,duck,elephant,fish1,frog,giraffe,goose,horse,kitty,lamb,lion,monkey,mouse,owl,penguin,pig,pony,puppy,sheep,squirrel,teddyber,tiger,turkey,turtle,airplane,bicycle,bus,car,firetrck,motrcycl,stroller,train,truck,ball,balloon,block,book,bubbles,doll,pen,toy,apple,banana,bread,butter,cake,candy,carrots,cereal,cheerios,cheese,chicken2,coffee,cookie,cracker,drink1,egg,fish2,food,icecream,juice,meat,milk,noodles,orange1,peas,pizza,raisin,spaghett,toast,water1,beads,bib,boots,button,coat,diaper,dress,hat,jacket,jeans,necklace,pajamas,pants,shirt,shoe,shorts,sock,sweater,zipper,arm,bllybttn,cheek,ear,eye,face,foot,finger,hair,hand,head,knee,leg,mouth,nose,owie,tooth,toe,tongue,tummy,blanket,bottle,bowl,box,broom,brush,clock,comb,cup,dish,fork,glass,glasses,hammer,keys,lamp,light,medicine,money,paper,penny,picture,pillow,plant,plate,purse,radio,scissors,soap,spoon,telephone,toothbrush,towel,trash,vacuum,watch1,bathroom,bathtub,bed,bedroom,chair,couch,crib,door,drawer,garage,highchar,kitchen,livingrm,oven,playpen,potty,refrigerator,rockingchair,sink,stairs,stove,table,tv,window,backyard,beach,church,flower,garden,home,house,moon,outside,park,party,pool,rain,rock,school,shovel,sky,slide1,snow,star,store,sun,swing1,tree,water2,work1,zoo,aunt,baby,babysttr,babysittername,boy,brother,child,daddy,girl,grandma,grandpa,lady,man,mommy,childname,people,person,sister,teacher,uncle,bath,breakfst,bye,dinner,dont,hello,hi,lunch,nap,nghtnght,no,patycak,peekaboo,please,shh,thankyou,wait,wanna,yes,bite,blow,break,bring,bump,clean1,close,cry,dance,draw,drink2,drive,eat,fall,feed,finish,get,give,go,help,hit,hug,hurry,jump,kick,kiss,look,love,open,play,pull,push,put,read,ride,run,say,see,show,sing,sleep,smile,splash,stop,swim,swing2,take,throw,tickle,touch,watch2,walk,wash,wipe,write,day,later,morning,night,now,today,tomorrow,tonight,allgone,asleep,bad,big,blue,broken,careful,clean2,cold,cute,dark,dirty,dry2,empty,fast,fine,gentle,good,happy,hard,hot,hungry,hurt,little,naughty,nice,old,pretty,red,scared,sick,sleepy,soft,thirsty,tired,wet,yucky,her,his,i,it,me,mine,my,that,this,you,your,how,what,when,where,who,why,away,back,down,in,inside,off,on,out,there,underprep,upprep,allquant,another,more,none,notquant,other,same,some,armshow,reachout,points,waves,pickup,shakhead,nodhead,showhush,request,blowkiss,smacklip,shrugs,playpeek,patycak2,sobig,chase,dosing,dodance,eatspoon,drinkcup,combhair,bshteeth,wipeface,puthat,putshoe,putwatch,ptdsleep,blowhot,flyplane,ptndtele,snifflow,pushcar,throwges,ptndpour,ptndstir,putobed,cover,feedbotl,feedspon,brushit,burbit,pushit,rockit,kissit,dressit,wipeit,talkit,diaperit,sweep,putkey,pound,usesaw,type,ptndread,dovacuum,waterplt,playmus,ptnddriv,washdish,usecloth,usepen,dig,wearglas,playpretend,id,comp_only_items,prod_items,comp_items,id,border,latino,ethnicity,white,momed,comp,compptiles,prod,prodptile
12520,english_wg,totlot3,totlot3_16m_3.pdf,12520,17,F,2014-04-13,,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,s,n,2,1,,2,2,2,2,2,,2,2,2,,2,1,1,,1,1,2,,2,,2,,2,,2,1,1,,1,1,,1,1,,,,1,,1,1,,2,1,,1,2,1,1,2,1,,1,,2,2,2,2,2,2,2,,,2,2,1,2,,,1,1,,1,,,,,1,,,1,,,,1,1,,,1,,,1,2,,1,1,1,1,1,,1,2,,,1,1,1,2,,2,,1,,1,,1,1,,1,1,1,1,1,,,1,2,2,2,1,,1,1,1,1,2,,1,,1,1,,1,,,,1,,1,,,,,,,,1,1,,,1,1,,1,1,1,,,,1,1,,1,,1,1,,,,,,,,,,,1,1,,1,,,,,,1,,1,,,2,,,,,2,1,,1,1,,,,,1,2,2,1,,,1,,,,,,2,,2,,,,2,1,1,,,,,1,1,2,,1,1,2,1,1,2,2,1,2,,1,,1,1,1,1,1,,1,,1,1,,1,1,1,,1,,,1,1,1,1,2,,1,,1,1,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,,1,1,1,1,,,,,1,1,,,,,,,,,,1,,,,2,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,1,1,,1,,,,,1,1,,2,,,,,2,,2,1,,,,1,,,1,1,2,2,,2,2,,2,1,,,,,o,o,o,s,o,s,s,n,o,o,o,s,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,12520,144,58,202,12520,1,0,W,White,18,202,34,58,39
12547,english_wg,totlot3,totlot3_16m_2_5.pdf,12547,15,F,2013-10-24,,1,1,1,1,,,,1,1,1,1,1,1,1,,1,1,1,,,,1,1,,1,,1,1,1,,1,n,n,1,1,,,2,1,2,2,2,2,2,2,,,,2,,2,,2,,1,,2,,2,1,1,,,,,2,1,1,1,1,,,1,,1,1,1,,,,1,2,,,2,,,2,2,2,2,1,2,2,1,,,1,1,2,1,,,,,1,1,2,1,1,,,1,1,,2,,,,2,1,1,1,,,,1,1,,1,,,,1,,1,,,,1,1,1,1,,1,,,1,,,,1,,1,,,1,1,,,1,1,,1,,1,,1,1,1,1,,1,,1,2,,1,1,1,,,,1,1,,,,,,,,,,,,1,,1,1,,,,1,1,,,,1,1,1,,,1,1,,,,1,,,,1,,,,1,1,,,,,1,1,,1,1,,1,,,,1,,1,,,,,1,1,1,,,,1,,,,,,2,,1,1,,,2,1,,,,,,1,1,2,1,1,,2,1,1,1,2,,1,1,1,1,,,1,,,,,,,1,,1,,1,1,1,1,,,,1,2,1,1,1,,1,,1,1,,1,1,,,,1,,,1,,,1,1,1,1,,1,1,,1,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,1,,,,,1,1,,,,,,,1,,,1,,,,,,o,o,o,o,o,o,s,n,o,o,o,s,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,12547,137,32,169,12547,1,0,W,White,16,170,49,29,53
12608,english_wg,totlot3,totlot3_16m_2_5.pdf,12608,14,F,2013-10-29,Mother,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,,1,s,n,2,,,1,2,2,2,2,1,1,2,2,,1,2,2,,1,,1,1,1,,2,,1,1,1,1,1,,1,1,,1,1,1,1,,1,,,1,1,1,1,,,1,1,1,2,,,1,1,1,2,2,,1,,,,1,1,1,1,,,,1,1,1,2,,1,,1,1,1,,1,,2,1,1,1,1,1,,1,,1,2,,1,,,,1,,1,1,,,1,1,1,2,,1,1,,1,1,,1,2,,1,1,1,,1,1,1,1,2,,1,2,1,1,,1,,1,,1,,1,1,,,1,,,,,1,1,,1,,1,,1,1,1,,,,1,,1,,1,1,,1,1,1,1,1,1,1,2,1,,1,1,1,,,1,1,1,,1,,,,,1,,,1,,1,,1,1,1,,,,1,,,,1,,,,,1,2,2,,,,2,,,1,,1,1,1,1,1,,,2,1,,1,,,,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,,,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,,,,1,,,,,,,1,,,1,1,,1,,1,,,1,,1,,,1,,,,1,1,1,1,,,,2,1,,,1,1,,1,1,1,,,,,,,,1,,,,,,,,,,,,2,1,1,1,1,1,,,1,,,1,,1,,1,,o,o,o,o,o,n,n,n,o,n,o,s,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,12608,209,31,240,12608,1,0,W,White,16,239,82,31,67
12612,english_wg,totlot3,totlot3_16m_2_5.pdf,12612,16,F,2013-11-21,Mother and Grandparents,1,1,1,1,1,,,1,1,1,1,1,,,1,1,1,1,1,1,,1,1,,1,1,,1,1,,1,o,o,2,2,,,2,2,2,2,2,2,2,1,,2,,2,2,,,1,,1,,2,,,2,2,,,,2,2,,,1,,,,2,,1,,1,2,,,,2,,,2,,,2,1,,2,2,,2,2,1,2,1,2,2,1,,,1,,1,2,2,,,1,2,,2,,1,,2,,2,2,,2,,,2,2,2,,1,,2,1,2,,2,1,,,1,1,1,2,,2,1,2,,2,2,2,2,,1,1,2,1,1,,,1,2,2,1,1,1,1,1,2,,,2,2,2,,2,,1,1,2,,2,,2,1,,1,,1,1,,,1,,,1,2,2,2,1,1,1,1,1,1,1,1,2,,1,2,,,,1,,,,2,,1,1,2,,1,1,,2,,1,2,,2,,,2,1,,,,,,,,2,,,1,,1,,2,,,,2,,,1,,,2,2,2,2,,,2,2,,,,,,1,1,2,1,,2,2,2,2,2,2,,2,2,2,2,1,1,2,1,1,,1,,1,1,1,1,1,1,,2,,1,,1,1,1,2,,2,,,,1,1,2,2,,1,,1,,,1,,,,1,1,,2,,,,,1,,,,2,1,1,,,1,,,,,1,,2,1,,,,,,,1,,,1,,,,,1,2,,,2,1,,,,1,,,,,,1,1,,,,1,,,,1,,,,,,,,,1,,1,,,,1,2,1,,,,2,,,2,,,1,,,,,,o,o,o,o,s,o,n,o,s,o,n,n,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,12612,103,106,209,12612,1,1,W,White,16,199,47,97,78
12683,english_wg,totlot3,totlot3_16m_3.pdf,12683,17,F,2014-04-16,,1,1,1,,,1,,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,1,,1,1,,,o,o,1,2,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,1,2,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,1,2,,,1,1,1,2,2,,,2,,1,2,1,,1,,2,1,1,,,1,,,2,,2,2,2,2,2,2,2,1,,1,2,2,2,2,1,2,,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,,2,2,,1,,2,,2,,2,,2,1,,,,2,,,,,,1,,2,2,1,1,1,,,2,1,2,2,2,1,1,2,1,,1,2,1,,,2,1,,1,2,,1,,2,,,,2,,2,1,2,2,2,,,1,2,,,2,2,,2,,2,2,2,2,,,,2,,2,,2,,2,,2,2,,,2,2,,,2,2,,2,,2,,2,1,2,1,1,2,2,,1,2,,2,1,,2,1,1,,1,,,2,1,1,2,1,,1,,,,1,2,1,2,,2,,2,2,2,2,1,2,2,,2,,2,1,2,1,2,,,1,,,1,1,1,,1,2,2,,2,1,1,,,1,,1,,,,,2,,,,,,,1,,1,,1,,1,,,1,1,,,2,,,,,,,,,,,,,,,,2,,,,1,,2,,1,,,1,,1,,1,1,,,1,2,,1,1,1,,1,,2,,,2,,,,,,o,o,o,o,o,o,n,n,s,o,n,o,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,12683,90,166,256,12683,3,0,W,White,18,255,54,167,86
12717,english_wg,totlot3,totlot3_16m_2_5.pdf,12717,16,M,2013-10-17,Mother,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,s,n,1,1,1,1,1,1,1,1,2,1,1,1,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,1,1,,,,1,,,,,1,,1,,1,1,,,,,,,1,,,1,,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,1,,,,1,,1,,1,1,,,1,1,,,,1,,1,1,2,1,1,1,2,,1,1,1,1,1,,1,,1,1,1,1,1,,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,1,,1,1,,,1,1,1,1,1,,1,1,,,1,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,o,o,o,s,o,s,s,n,s,s,s,o,1,0,0,1,0,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,,,,1,,1,1,,,1,1,1,1,0,12717,129,3,132,12717,2,1,W,White,16,136,31,7,17
12724,english_wg,totlot3,totlot3_16m_3.pdf,12724,17,M,2014-04-16,,1,1,1,1,1,,,1,1,1,1,,1,,1,,,1,1,1,,1,,,1,,1,,,,1,s,n,,1,,1,,,1,,,,1,1,1,1,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,,1,,,,1,1,,,1,1,,1,,,,,,1,,,,1,,,1,1,,,,,,1,,,,,,,,1,,,1,,,,1,,,,,,,,1,,,,,1,1,,1,,,,,1,,1,,,,,1,1,,,,,,,,,1,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,2,,,,1,,1,1,,1,,1,1,1,,1,1,1,,,,1,,,,1,,,,1,,,,1,1,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,o,o,o,o,o,s,s,n,o,o,s,s,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,12724,63,2,65,12724,2,0,W/B,Non-White,18,65,0,2,7
12737,english_wg,totlot3,totlot3_16m_2_5.pdf,12737,16,F,2013-10-22,Mother,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,s,s,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,,2,1,1,1,2,1,2,2,1,,,,1,1,1,1,2,1,2,,2,,1,1,1,1,2,,,1,2,1,2,,1,1,1,2,2,2,1,2,2,2,,1,2,2,,,,,,,,2,,,,,,,1,2,,,,2,,,,,,,,1,2,2,,,1,1,,2,,,2,,1,1,2,,2,1,2,1,1,,2,2,1,1,1,1,1,1,,1,2,2,2,1,1,1,1,,2,,2,,1,,,1,1,,1,1,,1,,,1,,1,,,,,1,1,,,,1,1,1,,1,1,,1,1,1,1,2,,,1,,,1,1,,,,1,1,,,,,,,,1,,1,,,1,,,1,1,,,,,,,,1,,,1,,1,1,1,,1,,2,,2,,,,2,,2,2,,,2,2,,,,,,2,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,2,,1,,,,1,1,1,1,,1,1,1,1,1,,1,1,2,2,1,2,1,1,,1,1,,2,,,,,1,1,1,1,1,,1,,,,1,,,,1,2,,,2,,,,,1,,,,,,,2,,,,,,1,,,,,1,,,1,1,1,1,1,,2,2,2,,1,1,,2,,,,1,,2,1,,1,1,1,,,1,,1,,2,1,1,,1,,1,1,,,,2,2,,2,2,1,1,,2,,1,2,,1,,,,o,s,o,o,o,o,o,n,o,o,o,o,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,12737,139,87,226,12737,1,0,W,White,18,225,56,86,75
12828,english_wg,totlot3,,12828,16,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12828,,,,12828,1,0,W,White,17,96,16,30,49
12830,english_wg,totlot3,,12830,16,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12830,,,,12830,1,0,A/W,Non-White,17,177,51,10,22
12840,english_wg,totlot3,totlot3_16m_2_5.pdf,12840,17,F,2013-12-10,Mother,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,,,1,1,1,1,1,,1,1,1,,s,s,,,,2,2,1,,,2,,1,,,,1,1,,1,,1,,,,2,,1,,,,,,,2,,,,,,,,,1,,,,,,1,,,,,,,1,,,1,1,,1,2,1,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,2,,,1,,,,,,1,,,2,,1,,,,1,,2,2,,1,,1,,,,,2,2,,1,,,1,,1,,,,1,,,1,,,,,,1,,,,,,,,,1,,1,,,,,1,1,,1,1,,,1,,,,,1,1,,,,,,1,,,,,,1,,,,1,,,,,,1,,1,,1,,,,,,,,1,,1,,,1,,1,,,,2,,,,,,2,,2,2,,,2,1,,,,,,1,,2,,1,,2,,1,1,2,,1,,,,1,,1,,,,,,,,,1,,1,,1,,,,,,1,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,s,o,s,o,s,n,n,s,o,n,n,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,12840,66,22,88,12840,1,0,A/W,Non-White,16,90,0,21,13
12878,english_wg,totlot3,,12878,16,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12878,,,,12878,3,0,W,White,16,268,72,37,42
12959,english_wg,totlot3,totlot3_16m_2_5.pdf,12959,17,F,2013-11-19,Mother,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,o,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,,,2,2,2,2,,,2,2,2,2,2,2,2,2,2,,,2,,,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,,,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,2,2,2,2,1,1,2,2,,2,2,2,2,2,2,2,1,2,2,2,,,1,2,2,2,2,,,,2,1,2,2,2,2,,2,2,1,,,2,2,2,,,2,,,2,2,2,,2,,,,2,,2,2,2,2,2,,,2,2,,,,2,,,2,2,2,2,2,,,,2,,2,2,,,2,2,2,2,2,2,2,2,,2,,,,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,,1,,2,1,,,1,1,,2,,2,1,1,,1,1,1,2,,2,,2,,2,1,1,2,2,,2,1,2,1,2,1,1,1,1,1,1,,1,,1,1,,1,,,2,1,,,,,,,,,,,2,1,,2,2,,1,,2,,1,2,,1,,,2,2,1,,2,1,,,,,,,1,,,,,1,,2,,1,,1,,1,,,2,2,,1,1,1,,1,1,,,,,2,2,,,,,,,,,,,1,,,,o,o,o,o,o,s,n,n,n,o,o,o,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,12959,47,228,275,12959,1,0,W,White,16,276,63,229,93
12971,english_wg,totlot3,,12971,15,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12971,,,,12971,1,0,W,White,16,238,73,34,57
12971,english_wg,totlot3,totlot3_18m_4.pdf,12971,18,F,2015-01-26,Mother,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,o,o,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,1,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,,,,,2,2,,,,1,,,,,1,1,,,1,2,2,2,1,1,2,,1,2,2,,2,1,1,1,1,2,o,o,s,o,o,o,o,s,s,o,s,s,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,,12971,187,194,381,12971,1,0,W,White,16,381,94,198,84
